[[165, 176, 136, 170, 167, 158, 157, 148, 158, 167, 368], [86, 82, 96, 84, 73, 77, 84, 82, 76, 94, 207], [95, 105, 100, 116, 82, 106, 114, 130, 115, 115, 274], [54, 61, 58, 53, 55, 61, 70, 68, 54, 58, 141], [96, 103, 103, 108, 115, 114, 112, 100, 97, 100, 293], [112, 119, 142, 131, 128, 132, 134, 117, 139, 121, 307], [177, 156, 162, 162, 133, 146, 158, 152, 168, 160, 407]]
[[48, 19, 471, 216, 318, 188, 12, 235, 62, 4, 397], [30, 4, 26, 282, 23, 24, 264, 138, 3, 32, 215], [193, 50, 27, 72, 379, 11, 43, 59, 219, 29, 270], [57, 16, 20, 74, 5, 44, 143, 85, 103, 47, 139], [93, 67, 64, 221, 32, 18, 23, 198, 272, 90, 263], [202, 234, 37, 52, 144, 14, 226, 248, 63, 41, 321], [662, 100, 18, 132, 152, 51, 350, 125, 21, 3, 367]]
[[348, 21, 20, 603, 49, 194, 26, 267, 46, 5, 391], [71, 8, 18, 210, 22, 13, 120, 355, 1, 10, 213], [784, 17, 15, 29, 73, 25, 22, 71, 17, 34, 265], [102, 67, 41, 128, 2, 46, 43, 59, 81, 26, 138], [64, 25, 21, 57, 75, 46, 71, 578, 113, 50, 241], [369, 76, 20, 274, 147, 6, 241, 70, 6, 39, 334], [0, 157, 39, 458, 147, 68, 224, 451, 54, 13, 370]]
[[1582, 0, 0, 0, 0, 0, 0, 0, 0, 0, 388], [703, 1, 4, 72, 5, 0, 42, 16, 1, 2, 195], [291, 69, 26, 107, 148, 73, 91, 155, 63, 63, 266], [183, 27, 11, 135, 3, 39, 28, 58, 85, 23, 141], [16, 21, 7, 119, 87, 232, 139, 203, 192, 29, 296], [410, 85, 39, 198, 186, 10, 235, 48, 10, 43, 318], [0, 50, 17, 678, 153, 23, 198, 443, 22, 11, 386]]
[[1570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 400], [0, 14, 34, 357, 50, 2, 256, 100, 2, 11, 215], [232, 69, 15, 32, 72, 183, 39, 345, 58, 26, 281], [137, 30, 23, 123, 17, 33, 60, 73, 60, 33, 144], [26, 38, 3, 98, 191, 202, 226, 247, 53, 7, 250], [138, 89, 18, 343, 277, 36, 219, 77, 7, 63, 315], [0, 58, 31, 469, 175, 31, 254, 524, 21, 8, 410]]
[[1568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 402], [0, 4, 36, 404, 65, 6, 204, 102, 2, 7, 211], [274, 29, 11, 52, 90, 126, 29, 411, 36, 28, 266], [89, 42, 23, 112, 10, 71, 71, 99, 45, 31, 140], [10, 30, 3, 102, 250, 437, 98, 104, 35, 8, 264], [161, 40, 10, 271, 326, 19, 252, 122, 6, 33, 342], [0, 33, 20, 363, 295, 37, 102, 682, 18, 11, 420]]
[[1577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 393], [0, 12, 43, 144, 76, 10, 351, 172, 10, 4, 219], [460, 21, 18, 83, 124, 77, 48, 185, 50, 33, 253], [154, 42, 22, 62, 23, 43, 84, 83, 45, 11, 164], [6, 40, 2, 160, 323, 212, 126, 162, 33, 9, 268], [57, 11, 18, 273, 440, 26, 261, 118, 7, 28, 343], [0, 26, 23, 603, 282, 41, 148, 433, 15, 16, 394]]
[[1582, 0, 0, 0, 0, 0, 0, 0, 0, 0, 388], [0, 9, 28, 255, 116, 9, 236, 146, 11, 11, 220], [358, 15, 26, 83, 79, 142, 48, 302, 32, 27, 240], [146, 38, 22, 66, 25, 72, 54, 83, 33, 40, 154], [18, 33, 3, 137, 161, 304, 236, 141, 22, 8, 278], [61, 14, 39, 196, 329, 65, 342, 190, 8, 36, 302], [0, 60, 41, 415, 248, 35, 230, 508, 37, 16, 391]]
[[1567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 403], [0, 0, 14, 241, 222, 2, 186, 140, 7, 10, 219], [236, 13, 30, 89, 125, 161, 49, 306, 55, 18, 270], [173, 61, 31, 94, 32, 49, 52, 83, 23, 21, 114], [28, 23, 5, 164, 162, 301, 229, 161, 21, 8, 239], [65, 24, 63, 207, 245, 21, 408, 181, 9, 23, 336], [0, 43, 53, 288, 317, 29, 204, 576, 71, 21, 379]]
[[1598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 372], [0, 5, 14, 292, 182, 4, 187, 140, 14, 8, 195], [78, 14, 37, 90, 127, 179, 59, 437, 43, 33, 255], [228, 26, 6, 82, 78, 46, 56, 37, 14, 15, 145], [79, 31, 9, 193, 167, 283, 123, 146, 13, 9, 288], [82, 14, 176, 236, 235, 25, 222, 238, 8, 34, 312], [0, 38, 70, 242, 249, 35, 187, 683, 79, 20, 378]]
[[1569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 401], [0, 6, 9, 259, 206, 6, 209, 100, 15, 12, 219], [65, 20, 15, 186, 123, 127, 63, 414, 25, 39, 275], [110, 48, 13, 117, 49, 83, 67, 47, 27, 26, 146], [38, 37, 3, 130, 282, 180, 162, 207, 21, 6, 275], [197, 30, 104, 218, 241, 29, 190, 211, 21, 39, 302], [0, 20, 72, 241, 297, 45, 242, 612, 34, 18, 400]]
